model,station,split,score
full,2,6,2.5770703558366224
full,2,7,2.743699442205575
full,2,8,2.4739052855012797
full,2,9,2.7017683845067415
full_temp,2,0,3.616474781260344
full_temp,2,1,3.6681660057240326
full_temp,2,2,2.9963994576898227
full_temp,2,3,2.761126389189319
full_temp,2,4,2.846116810536808
full_temp,2,5,2.6598939442527434
full_temp,2,6,2.5757594918319597
full_temp,2,7,2.7421830930297273
full_temp,2,8,2.473299928486939
full_temp,2,9,2.6985042663342194
short_full,2,0,3.577515915669164
short_full,2,1,3.6554655252387036
short_full,2,2,3.0156358709682842
short_full,2,3,2.7762790647995437
short_full,2,4,2.8361191137959536
short_full,2,5,2.6588622530735693
short_full,2,6,2.569796116579741
short_full,2,7,2.7404264565721514
short_full,2,8,2.4672807733214714
short_full,2,9,2.688004041191721
short,2,0,3.420180419478653
short,2,1,3.59164655253581
short,2,2,2.8513916776238064
short,2,3,2.7223160809524125
short,2,4,3.014212469716359
short,2,5,2.732711754590117
short,2,6,2.7636064598854024
short,2,7,2.8141798445206536
short,2,8,2.6025882822982758
short,2,9,2.8901715600649225
short_full_temp,2,0,3.612617356152424
short_full_temp,2,1,3.674691046550338
short_full_temp,2,2,3.0234473988626465
short_full_temp,2,3,2.7766417803420245
short_full_temp,2,4,2.8369524615509794
short_full_temp,2,5,2.658723999706016
short_full_temp,2,6,2.568703901013895
short_full_temp,2,7,2.7389545233838404
short_full_temp,2,8,2.4667862115805
short_full_temp,2,9,2.684768451667673
short_temp,2,0,3.434045897848003
short_temp,2,1,3.600195905566308
short_temp,2,2,2.8560517499598563
short_temp,2,3,2.7210055993084463
short_temp,2,4,3.015716068630084
short_temp,2,5,2.7319060975923573
short_temp,2,6,2.7636850899623235
short_temp,2,7,2.812351271411068
short_temp,2,8,2.601100389301452
short_temp,2,9,2.88768762177588
full,3,0,3.6055170452583702
full,3,1,3.6599247342632597
full,3,2,2.904400761383964
full,3,3,2.756197170868589
full,3,4,3.010813078925881
full,3,5,2.76837042240504
full,3,6,2.755221618118277
full,3,7,2.828769122585666
full,3,8,2.6017977978616127
full,3,9,2.877268837336461
full_temp,3,0,3.6145512753824605
full_temp,3,1,3.6661027824200128
full_temp,3,2,2.9087119494250895
full_temp,3,3,2.7552984658693025
full_temp,3,4,3.0101399480514823
full_temp,3,5,2.766885419738781
full_temp,3,6,2.7533616179566898
full_temp,3,7,2.8264818655601727
full_temp,3,8,2.5991936944156513
full_temp,3,9,2.8734599157002503
short_full,3,0,3.6226932412748036
short_full,3,1,3.678466645968724
short_full,3,2,2.9385167708437705
short_full,3,3,2.7757820642909454
short_full,3,4,3.011990434525896
short_full,3,5,2.7803934418603444
short_full,3,6,2.7572005718142236
short_full,3,7,2.8305117044726913
short_full,3,8,2.6004449355156987
short_full,3,9,2.8696650150091862
short,3,0,3.496601318815877
short,3,1,3.711028065406314
short,3,2,2.9639054413337083
short,3,3,2.9371698476464054
short,3,4,3.374333902657374
short,3,5,3.027554623421419
short,3,6,3.1604357906331844
short,3,7,3.0727914197209794
short,3,8,2.9335394656975926
short,3,9,3.270072698438725
short_full_temp,3,0,3.632416655029945
short_full_temp,3,1,3.6855377484277154
short_full_temp,3,2,2.9438489499700404
short_full_temp,3,3,2.775494171422836
short_full_temp,3,4,3.0123162656403215
short_full_temp,3,5,2.7796177760212024
short_full_temp,3,6,2.756604344662156
short_full_temp,3,7,2.828714961621362
short_full_temp,3,8,2.5984258018786024
short_full_temp,3,9,2.8664604229160733
short_temp,3,0,3.5032841574285354
short_temp,3,1,3.7152540161204968
short_temp,3,2,2.967269408868539
short_temp,3,3,2.936000194314372
short_temp,3,4,3.3751563347194815
short_temp,3,5,3.0267159714789504
short_temp,3,6,3.1603555046641927
short_temp,3,7,3.0713933584797126
short_temp,3,8,2.931511510829278
short_temp,3,9,3.2674093642812365
full,4,0,3.7797981134486807
full,4,1,3.7242584742977183
full,4,2,3.031826005487037
full,4,3,2.8021896794898926
full,4,4,2.8626624663163183
full,4,5,2.710432595024793
full,4,6,2.5916486781451624
full,4,7,2.7752600079244174
full,4,8,2.4943850044355647
full,4,9,2.715570362436773
full_temp,4,0,3.7677186093135817
full_temp,4,1,3.7170669968497894
full_temp,4,2,3.0280252283410705
full_temp,4,3,2.8012842346933278
full_temp,4,4,2.861932960585027
full_temp,4,5,2.7101455511511707
full_temp,4,6,2.591647268721119
full_temp,4,7,2.775888430217195
full_temp,4,8,2.494486307084113
full_temp,4,9,2.716523874058575
short_full,4,0,3.7624662665357866
short_full,4,1,3.7302159128061505
short_full,4,2,3.071132712970496
short_full,4,3,2.8242292019263333
short_full,4,4,2.8494373139394558
short_full,4,5,2.7087710528026605
short_full,4,6,2.581654609214795
short_full,4,7,2.7695526033212468
short_full,4,8,2.483846208369699
short_full,4,9,2.69467557810251
short,4,0,3.4848576197585617
short,4,1,3.640296328597219
short,4,2,2.9530198495653415
short,4,3,2.788623835096509
short,4,4,3.0301350391077544
short,4,5,2.802394879458773
short,4,6,2.7802911281377387
short,4,7,2.8374500453335574
short,4,8,2.603944927393695
short,4,9,2.872808471737168
short_full_temp,4,0,3.7583076843421352
short_full_temp,4,1,3.727703845472608
short_full_temp,4,2,3.069796670563096
short_full_temp,4,3,2.8239134975534923
short_full_temp,4,4,2.849177433959377
short_full_temp,4,5,2.7086913982532437
short_full_temp,4,6,2.5815851832515273
short_full_temp,4,7,2.76977024241909
short_full_temp,4,8,2.483877249215424
short_full_temp,4,9,2.6949901042840714
short_temp,4,0,3.4821498283814987
short_temp,4,1,3.638710280495662
short_temp,4,2,2.9519660864600956
short_temp,4,3,2.7887205071443457
short_temp,4,4,3.03012711999374
short_temp,4,5,2.802578138074359
short_temp,4,6,2.780478433203184
short_temp,4,7,2.8379294645589663
short_temp,4,8,2.6043046530191933
short_temp,4,9,2.8734346076273884
full,5,0,5.5211319139644415
full,5,1,4.611259550278276
full,5,2,3.8778118063449543
full,5,3,3.5086496064216033
full,5,4,3.048181402149442
full,5,5,3.2314438373555774
full,5,6,2.7554586271270916
full,5,7,3.1734263943384122
full,5,8,2.7834075848174336
full,5,9,2.83311514105071
full_temp,5,0,5.4015515266861085
full_temp,5,1,4.513446446124595
full_temp,5,2,3.8499098568406525
full_temp,5,3,3.494821935051796
full_temp,5,4,3.0479779583297995
full_temp,5,5,3.2358546638959527
full_temp,5,6,2.7511105178649573
full_temp,5,7,3.1846118744750846
full_temp,5,8,2.7800421450687267
full_temp,5,9,2.838395669200514
short_full,5,0,5.467035466285779
short_full,5,1,4.578502442112207
short_full,5,2,3.863158438429443
short_full,5,3,3.4916710454543085
short_full,5,4,3.0458632210842613
short_full,5,5,3.2292200965107023
short_full,5,6,2.750482165530254
short_full,5,7,3.1689752330907788
short_full,5,8,2.7760280879134354
short_full,5,9,2.830134112882335
short,5,0,5.0278979264054025
short,5,1,4.3190905860823365
short,5,2,3.60531423305245
short,5,3,3.2701071122262144
short,5,4,3.055526562356129
short,5,5,3.1699003623358157
short,5,6,2.7684540912082753
short,5,7,3.1001417475644932
short,5,8,2.713807219475384
short,5,9,2.8411859909014883
short_full_temp,5,0,5.368442246903068
short_full_temp,5,1,4.5005404160833375
short_full_temp,5,2,3.8388614731743465
short_full_temp,5,3,3.4795972841370664
short_full_temp,5,4,3.045760735192994
short_full_temp,5,5,3.231260461634331
short_full_temp,5,6,2.747283592861073
short_full_temp,5,7,3.176853317043029
short_full_temp,5,8,2.7731124334230928
short_full_temp,5,9,2.8342027642594503
short_temp,5,0,4.958760595587055
short_temp,5,1,4.275774355554238
short_temp,5,2,3.5917435855784694
short_temp,5,3,3.2696720342928236
short_temp,5,4,3.0624719780937375
short_temp,5,5,3.17773822712625
short_temp,5,6,2.7760375401382293
short_temp,5,7,3.110751796512866
short_temp,5,8,2.7176518532102283
short_temp,5,9,2.8510339514692475
full,6,0,4.55979228301764
full,6,1,4.110576570567337
full,6,2,3.4492347257893288
full,6,3,3.135399796094776
full,6,4,2.878950913589494
full,6,5,2.902210775300722
full,6,6,2.6035049483923105
full,6,7,2.91630258927668
full,6,8,2.5840760554471016
full,6,9,2.7003056977714675
full_temp,6,0,4.609832935226907
full_temp,6,1,4.145881481069233
full_temp,6,2,3.46359326200155
full_temp,6,3,3.1432501917208753
full_temp,6,4,2.8840984715609848
full_temp,6,5,2.906594232951144
full_temp,6,6,2.6098844103258365
full_temp,6,7,2.916931192937053
full_temp,6,8,2.5879530068314662
full_temp,6,9,2.701477200896232
short_full,6,0,4.514782705449918
short_full,6,1,4.099506904570173
short_full,6,2,3.4733297807956496
short_full,6,3,3.1475039919007104
short_full,6,4,2.877867876246898
short_full,6,5,2.9070669082874976
short_full,6,6,2.604352366712572
short_full,6,7,2.9163990003977887
short_full,6,8,2.579995329584081
short_full,6,9,2.69270655147594
short,6,0,4.167510927837208
short,6,1,3.9182817895708855
short,6,2,3.2886964121439473
short,6,3,3.000029587809337
short,6,4,2.9026204531505444
short,6,5,2.8805923389102044
short,6,6,2.6296801366406095
short,6,7,2.882006083352104
short,6,8,2.54966052663485
short,6,9,2.718998475015221
short_full_temp,6,0,4.558835464901769
short_full_temp,6,1,4.130250055971821
short_full_temp,6,2,3.4856545702866137
short_full_temp,6,3,3.1537277269229778
short_full_temp,6,4,2.8816091153833243
short_full_temp,6,5,2.910525726660022
short_full_temp,6,6,2.6092180548831436
short_full_temp,6,7,2.916583278025957
short_full_temp,6,8,2.582943373979306
short_full_temp,6,9,2.6933432875036565
short_temp,6,0,4.157848579071077
short_temp,6,1,3.9122997898000342
short_temp,6,2,3.286724711804397
short_temp,6,3,2.999794940812047
short_temp,6,4,2.902725858132932
short_temp,6,5,2.8809682428580867
short_temp,6,6,2.629810823525576
short_temp,6,7,2.8833884179035376
short_temp,6,8,2.5500290614268475
short_temp,6,9,2.7197719049124034
full,7,0,3.651389585066288
full,7,1,3.7578252201868816
full,7,2,3.282767513088681
full,7,3,2.9764505849311744
full,7,4,2.7943417128780745
full,7,5,2.6855515319805603
full,7,6,2.5370377843956544
full,7,7,2.7771799248155546
full,7,8,2.4859501674743525
full,7,9,2.625818662679469
full_temp,7,0,3.7111310996408826
full_temp,7,1,3.796369564758768
full_temp,7,2,3.29605639059716
full_temp,7,3,2.985264724087193
full_temp,7,4,2.7984109377108077
full_temp,7,5,2.693463238666021
full_temp,7,6,2.5454858909004248
full_temp,7,7,2.779336853508492
full_temp,7,8,2.4931043100220895
full_temp,7,9,2.6307134108740606
short_full,7,0,3.606979207149406
short_full,7,1,3.749521328185724
short_full,7,2,3.301804872092323
short_full,7,3,2.986807726915526
short_full,7,4,2.7921341506135238
short_full,7,5,2.681512336177093
short_full,7,6,2.5356471718211866
short_full,7,7,2.770633351658799
short_full,7,8,2.4804227564034913
short_full,7,9,2.6178328096386236
short,7,0,3.4197036491183783
short,7,1,3.6444814891024833
short,7,2,3.1459394093342223
short,7,3,2.8542521936552516
short,7,4,2.7935200883993607
short,7,5,2.6250273340283505
short,7,6,2.53045240832496
short,7,7,2.71815035778174
short,7,8,2.4386348075631914
short,7,9,2.6231666889880554
short_full_temp,7,0,3.6572839749077746
short_full_temp,7,1,3.7816847089746384
short_full_temp,7,2,3.3118659965612225
short_full_temp,7,3,2.9927100950762835
short_full_temp,7,4,2.795110192333324
short_full_temp,7,5,2.687259531795016
short_full_temp,7,6,2.5423088355323538
short_full_temp,7,7,2.771634852959751
short_full_temp,7,8,2.485483761538601
short_full_temp,7,9,2.621177023823837
short_temp,7,0,3.4256959122764483
short_temp,7,1,3.648740840478106
short_temp,7,2,3.1473989266986155
short_temp,7,3,2.853743809505855
short_temp,7,4,2.793956698806324
short_temp,7,5,2.624856913671159
short_temp,7,6,2.530881299801349
short_temp,7,7,2.7174281436984997
short_temp,7,8,2.4385270079775463
short_temp,7,9,2.62284030093444
full,8,0,4.756694054077985
full,8,1,4.219635040388839
full,8,2,3.6268288491958
full,8,3,3.2865943466174308
full,8,4,2.9349545481397437
full,8,5,3.0342985131169167
full,8,6,2.6488663896266997
full,8,7,3.0279006747647847
full,8,8,2.669520817067735
full,8,9,2.7455231292798477
full_temp,8,0,4.864860006886197
full_temp,8,1,4.29427130497713
full_temp,8,2,3.654930025231822
full_temp,8,3,3.3070317491228143
full_temp,8,4,2.943642815057398
full_temp,8,5,3.0473537655571015
full_temp,8,6,2.662484257373254
full_temp,8,7,3.032505272758507
full_temp,8,8,2.6809143121509855
full_temp,8,9,2.7526550002034185
short_full,8,0,4.712084238762776
short_full,8,1,4.206146807504571
short_full,8,2,3.6327572103919974
short_full,8,3,3.2846443143387756
short_full,8,4,2.926909390680414
short_full,8,5,3.0239604359367425
short_full,8,6,2.645518530607321
short_full,8,7,3.015372100658179
short_full,8,8,2.6571054895035195
short_full,8,9,2.7334559748593508
short,8,0,4.4031944074220695
short,8,1,4.021174590534662
short,8,2,3.3930555192520595
short,8,3,3.0840085490277045
short,8,4,2.9155885145976685
short,8,5,2.9427212216026595
short,8,6,2.632452054987522
short,8,7,2.932463821318899
short,8,8,2.5855880753763283
short,8,9,2.7273017747811528
short_full_temp,8,0,4.790891025076138
short_full_temp,8,1,4.26073036973294
short_full_temp,8,2,3.6528124189133213
short_full_temp,8,3,3.2984228874906236
short_full_temp,8,4,2.9325937618814706
short_full_temp,8,5,3.0325929688626707
short_full_temp,8,6,2.6547694972130444
short_full_temp,8,7,3.017480482801268
short_full_temp,8,8,2.6648672562671125
short_full_temp,8,9,2.737568629241224
short_temp,8,0,4.4002419989788475
short_temp,8,1,4.019305062413089
short_temp,8,2,3.392436340760353
short_temp,8,3,3.083865853543641
short_temp,8,4,2.9156773604099455
short_temp,8,5,2.9427712782122697
short_temp,8,6,2.632476300770734
short_temp,8,7,2.9328510429388284
short_temp,8,8,2.585640132393521
short_temp,8,9,2.727510851961577
full,9,0,4.644030953886229
full,9,1,4.1700504839272945
full,9,2,3.568435157584991
full,9,3,3.230560935545064
full,9,4,2.9018728456806953
full,9,5,2.9687824602007424
full,9,6,2.6252725964661434
full,9,7,2.969728912767738
full,9,8,2.6239833389003797
full,9,9,2.712307379525155
full_temp,9,0,4.528837515569048
full_temp,9,1,4.091963971098346
full_temp,9,2,3.5483554900194556
full_temp,9,3,3.2188636115304776
full_temp,9,4,2.9040567705775504
full_temp,9,5,2.9690856471893934
full_temp,9,6,2.62344586243034
full_temp,9,7,2.981707172529913
full_temp,9,8,2.6229063872227028
full_temp,9,9,2.7142184958969358
short_full,9,0,4.587486897248373
short_full,9,1,4.147957353360664
short_full,9,2,3.567793586502534
short_full,9,3,3.22596703674739
short_full,9,4,2.897237840065907
short_full,9,5,2.9620667227098907
short_full,9,6,2.622228300034249
short_full,9,7,2.9632324537480823
short_full,9,8,2.6172281397370294
short_full,9,9,2.705923790547561
short,9,0,4.020475875983481
short,9,1,3.854534964263458
short,9,2,3.2902317461353947
short,9,3,3.001845860482305
short,9,4,2.8894193953148815
short,9,5,2.8780157206518373
short,9,6,2.6103852273927406
short,9,7,2.8948771629877355
short,9,8,2.558535907057417
short,9,9,2.7133445104275533
short_full_temp,9,0,4.486022421710501
short_full_temp,9,1,4.0805656707672195
short_full_temp,9,2,3.550663988910195
short_full_temp,9,3,3.2161912804299972
short_full_temp,9,4,2.899268450331207
short_full_temp,9,5,2.9623443462574506
short_full_temp,9,6,2.6210664865905624
short_full_temp,9,7,2.974161373857111
short_full_temp,9,8,2.616794808345743
short_full_temp,9,9,2.7079906316431432
short_temp,9,0,3.9519331439723713
short_temp,9,1,3.818060516287702
short_temp,9,2,3.287695618525912
short_temp,9,3,3.0034876103326615
short_temp,9,4,2.903597831250562
short_temp,9,5,2.888131278144432
short_temp,9,6,2.6254606087581633
short_temp,9,7,2.915573273256063
short_temp,9,8,2.5655089157555278
short_temp,9,9,2.723244846329672
full,10,0,3.321259789252555
full,10,1,3.6558885546156294
full,10,2,3.1427450248148383
full,10,3,2.8882810475606844
full,10,4,2.8717969162664447
full,10,5,2.6254742812614786
full,10,6,2.618493866725532
full,10,7,2.7951777160438467
full,10,8,2.547050584152309
full,10,9,2.735820489532917
full_temp,10,0,3.344996098216281
full_temp,10,1,3.6720491584967916
full_temp,10,2,3.1470120117621643
full_temp,10,3,2.8930223332594953
full_temp,10,4,2.8737175467661666
full_temp,10,5,2.6295075550765876
full_temp,10,6,2.62228279724064
full_temp,10,7,2.7957518818036458
full_temp,10,8,2.550682771753032
full_temp,10,9,2.739209092307944
short_full,10,0,3.2195728289245085
short_full,10,1,3.6048090818254783
short_full,10,2,3.145452542550896
short_full,10,3,2.8628233064088517
short_full,10,4,2.8279462341870625
short_full,10,5,2.5888727309219597
short_full,10,6,2.5722740670060524
short_full,10,7,2.7533718893321444
short_full,10,8,2.4970236489813433
short_full,10,9,2.6827206384698585
short,10,0,2.993732025185184
short,10,1,3.463984177499791
short,10,2,2.963589165189305
short,10,3,2.708835341572645
short,10,4,2.8134050090337013
short,10,5,2.52464664210286
short,10,6,2.5433960114095053
short,10,7,2.6895716332099475
short,10,8,2.4422744602115736
short,10,9,2.6739752692079075
short_full_temp,10,0,3.2427635023238466
short_full_temp,10,1,3.620712964146947
short_full_temp,10,2,3.1487158889293783
short_full_temp,10,3,2.8657320620696574
short_full_temp,10,4,2.8295824680907264
short_full_temp,10,5,2.5921787198011916
short_full_temp,10,6,2.5759977635340228
short_full_temp,10,7,2.7530273057319476
short_full_temp,10,8,2.5000114740911847
short_full_temp,10,9,2.6856676115675078
short_temp,10,0,2.997155577222826
short_temp,10,1,3.466405573172878
short_temp,10,2,2.9646427160387576
short_temp,10,3,2.7087752487803485
short_temp,10,4,2.8137226193894547
short_temp,10,5,2.5249241350958687
short_temp,10,6,2.543705620846047
short_temp,10,7,2.688918302532304
short_temp,10,8,2.4422499552633163
short_temp,10,9,2.6738145992812825
full,11,0,3.2535853895410076
full,11,1,3.495956035900892
full,11,2,2.7769558162465526
full,11,3,2.6322755006515584
full,11,4,2.905466744370699
full,11,5,2.599289009998606
full,11,6,2.6423918221007976
full,11,7,2.738066912138806
full,11,8,2.5170326647346486
full,11,9,2.8004178780763316
full_temp,11,0,3.2581477685027203
full_temp,11,1,3.4819261597465503
full_temp,11,2,2.763517163649819
full_temp,11,3,2.634597224144307
full_temp,11,4,2.9000415492554135
full_temp,11,5,2.602499157002037
full_temp,11,6,2.6411691230562138
full_temp,11,7,2.74856801291057
full_temp,11,8,2.519344283744355
full_temp,11,9,2.8042902583839537
short_full,11,0,3.260814862155341
short_full,11,1,3.5044984932344683
short_full,11,2,2.80830286627958
short_full,11,3,2.6443797355163685
short_full,11,4,2.8871580638516594
short_full,11,5,2.5963325102427497
short_full,11,6,2.6221388657035187
short_full,11,7,2.7294842048954817
short_full,11,8,2.4998870391380845
short_full,11,9,2.772940391575044
short,11,0,3.0965974096477082
short,11,1,3.4810361774940723
short,11,2,2.704322731788288
short,11,3,2.7152443622428644
short,11,4,3.1881997822434744
short,11,5,2.7733917177767298
short,11,6,2.9658497216837407
short,11,7,2.908406419390591
short,11,8,2.767078994374179
short,11,9,3.118268049094032
short_full_temp,11,0,3.256539827880735
short_full_temp,11,1,3.489209909559184
short_full_temp,11,2,2.7938774529361177
short_full_temp,11,3,2.645108946745071
short_full_temp,11,4,2.884017063487366
short_full_temp,11,5,2.59862790583296
short_full_temp,11,6,2.622704278533076
short_full_temp,11,7,2.739115691081975
short_full_temp,11,8,2.5027360021181684
short_full_temp,11,9,2.7780394237933446
short_temp,11,0,3.0709088166419174
short_temp,11,1,3.4822345015808356
short_temp,11,2,2.713082478061605
short_temp,11,3,2.73991662853494
short_temp,11,4,3.2102010486981354
short_temp,11,5,2.7984092163866436
short_temp,11,6,2.9986415320336985
short_temp,11,7,2.932517909871667
short_temp,11,8,2.792314325122974
short_temp,11,9,3.144524904747046
full,12,0,3.086551583927602
full,12,1,3.4335190762634746
full,12,2,2.756490231161186
full,12,3,2.5974627862108632
full,12,4,2.867526730728194
full,12,5,2.530553065693
full,12,6,2.5961043903168237
full,12,7,2.7105059339956417
full,12,8,2.49116550215707
full,12,9,2.770479690353452
full_temp,12,0,3.088814182765739
full_temp,12,1,3.4221833031057534
full_temp,12,2,2.744969533065032
full_temp,12,3,2.5965855659109387
full_temp,12,4,2.8673014131668735
full_temp,12,5,2.531544198498189
full_temp,12,6,2.597409904600311
full_temp,12,7,2.720576380513008
full_temp,12,8,2.4950214753724693
full_temp,12,9,2.7759243551313255
short_full,12,0,3.106106176659929
short_full,12,1,3.443289210109249
short_full,12,2,2.7703401164013215
short_full,12,3,2.60479595096357
short_full,12,4,2.863536213902846
short_full,12,5,2.533960955290085
short_full,12,6,2.592083413619679
short_full,12,7,2.7084579105418736
short_full,12,8,2.486605908335395
short_full,12,9,2.762642959344244
short,12,0,3.012231746845326
short,12,1,3.4203481137428264
short,12,2,2.5999240891771764
short,12,3,2.652241142333983
short,12,4,3.1789126700364063
short,12,5,2.697375651193065
short,12,6,2.9502137361384575
short,12,7,2.8966190904857863
short,12,8,2.7732849612441446
short,12,9,3.1560884282654666
short_full_temp,12,0,3.102635558772008
short_full_temp,12,1,3.431372693657667
short_full_temp,12,2,2.7582541854287643
short_full_temp,12,3,2.6024380188563256
short_full_temp,12,4,2.862365655797881
short_full_temp,12,5,2.533308883179435
short_full_temp,12,6,2.5919914181780914
short_full_temp,12,7,2.7157845349662484
short_full_temp,12,8,2.4895794356247967
short_full_temp,12,9,2.7671775892990023
short_temp,12,0,2.990633100583107
short_temp,12,1,3.413864989875498
short_temp,12,2,2.6001280604775765
short_temp,12,3,2.6649246748858766
short_temp,12,4,3.1913671658567346
short_temp,12,5,2.710509739230892
short_temp,12,6,2.969697016921187
short_temp,12,7,2.9115191364389266
short_temp,12,8,2.7878477426846686
short_temp,12,9,3.1730331950240362
full,13,0,3.523439905669778
full,13,1,3.569853739004684
full,13,2,2.7817244062708117
full,13,3,2.6823208200513906
full,13,4,2.9582929943656833
full,13,5,2.6912942599482506
full,13,6,2.6908029000982965
full,13,7,2.8108121751188864
full,13,8,2.579394271926147
full,13,9,2.8680261035710757
full_temp,13,0,3.4402598850746604
full_temp,13,1,3.540383259956574
full_temp,13,2,2.7698991687010484
full_temp,13,3,2.6855090035304103
full_temp,13,4,2.9900414739505137
full_temp,13,5,2.7123493355852157
full_temp,13,6,2.7325960391046906
full_temp,13,7,2.827653480320426
full_temp,13,8,2.5973658466206144
full_temp,13,9,2.895400756062354
short_full,13,0,3.525425145007978
short_full,13,1,3.579859172407626
short_full,13,2,2.809603925324715
short_full,13,3,2.688742676299181
short_full,13,4,2.9472916771599884
short_full,13,5,2.6935915193359787
short_full,13,6,2.6812992318778575
short_full,13,7,2.7998055785903815
short_full,13,8,2.5628873793875626
short_full,13,9,2.843589431578307
short,13,0,3.297639315919098
short,13,1,3.5765189808628577
short,13,2,2.7959510222846107
short,13,3,2.818316754377683
short,13,4,3.2965051080450465
short,13,5,2.9051095041778088
short,13,6,3.083511864485113
short,13,7,2.997589119595847
short,13,8,2.855892965813386
short,13,9,3.2146985064318554
short_full_temp,13,0,3.454332422374544
short_full_temp,13,1,3.5547589232950028
short_full_temp,13,2,2.799158975131476
short_full_temp,13,3,2.692264733429741
short_full_temp,13,4,2.9740413334165403
short_full_temp,13,5,2.711393250619322
short_full_temp,13,6,2.7157970949892727
short_full_temp,13,7,2.814488045914616
short_full_temp,13,8,2.5796135327875076
short_full_temp,13,9,2.86809038091938
short_temp,13,0,3.262684874756504
short_temp,13,1,3.5785251887856444
short_temp,13,2,2.809549748676342
short_temp,13,3,2.846852312005442
short_temp,13,4,3.3269840018744388
short_temp,13,5,2.9343188490844585
short_temp,13,6,3.125999567014129
short_temp,13,7,3.0266054068670623
short_temp,13,8,2.886950342126006
short_temp,13,9,3.249234541770497
full,14,0,3.0454140677388266
full,14,1,3.4776886206267927
full,14,2,2.988053031639557
full,14,3,2.72570961493193
full,14,4,2.795381287923681
full,14,5,2.5311762699638582
full,14,6,2.526293759460796
full,14,7,2.700423248640719
full,14,8,2.4445587983290706
full,14,9,2.661215164553301
full_temp,14,0,3.0306114845091496
full_temp,14,1,3.471401222176148
full_temp,14,2,2.9877548197800197
full_temp,14,3,2.7258401679793147
full_temp,14,4,2.796081808881114
full_temp,14,5,2.5301068879749007
full_temp,14,6,2.526613902052602
full_temp,14,7,2.699515362262033
full_temp,14,8,2.441979635847912
full_temp,14,9,2.6594726982449153
short_full,14,0,3.055244183220675
short_full,14,1,3.481539902121725
short_full,14,2,2.9756597207681046
short_full,14,3,2.716710705381869
short_full,14,4,2.799992884490023
short_full,14,5,2.528689868543966
short_full,14,6,2.5301038844026214
short_full,14,7,2.6899965337877028
short_full,14,8,2.437695859429978
short_full,14,9,2.661490415861225
short,14,0,2.9985671568991186
short,14,1,3.4049189366403683
short,14,2,2.6657843469479934
short,14,3,2.5850365225391534
short,14,4,2.9723927950625435
short,14,5,2.570488965725232
short,14,6,2.7185844915680937
short,14,7,2.7601790611021246
short,14,8,2.5785829694065217
short,14,9,2.9043650891955872
short_full_temp,14,0,3.0519028852194823
short_full_temp,14,1,3.4802394826149703
short_full_temp,14,2,2.9757094957571604
short_full_temp,14,3,2.717179532950123
short_full_temp,14,4,2.8002848206196447
short_full_temp,14,5,2.528840821364345
short_full_temp,14,6,2.5305912368163583
short_full_temp,14,7,2.6901333742275972
short_full_temp,14,8,2.4376431403576264
short_full_temp,14,9,2.6615574868881047
short_temp,14,0,3.0020403667775324
short_temp,14,1,3.4063429823905502
short_temp,14,2,2.6659930618032304
short_temp,14,3,2.5840690737390957
short_temp,14,4,2.971842671472182
short_temp,14,5,2.5696120893940755
