station,split,score
212,1,4.231343283582089
212,2,5.768656716417911
212,3,2.708955223880597
212,4,3.156716417910448
212,5,4.335820895522388
212,6,3.5074626865671643
212,7,4.985074626865671
212,8,4.2388059701492535
212,9,2.962686567164179
213,0,2.8134328358208953
213,1,2.3955223880597014
213,2,2.082089552238806
213,3,2.4776119402985075
213,4,1.9328358208955223
213,5,2.485074626865672
213,6,2.253731343283582
213,7,3.6194029850746268
213,8,3.291044776119403
213,9,3.208955223880597
214,0,6.746268656716418
214,1,8.074626865671641
214,2,4.455223880597015
214,3,4.3059701492537314
214,4,4.626865671641791
214,5,3.611940298507463
214,6,5.268656716417911
214,7,3.6940298507462686
214,8,2.9477611940298507
214,9,3.462686567164179
215,0,2.9402985074626864
215,1,4.611940298507463
215,2,4.492537313432836
215,3,3.8059701492537314
215,4,4.985074626865671
215,5,4.917910447761194
215,6,4.656716417910448
215,7,3.91044776119403
215,8,3.753731343283582
215,9,3.7313432835820897
216,0,5.82089552238806
216,1,4.6716417910447765
216,2,6.537313432835821
216,3,4.425373134328358
216,4,3.656716417910448
216,5,3.1417910447761193
216,6,2.3208955223880596
216,7,3.671641791044776
216,8,3.08955223880597
216,9,3.0
217,0,4.074626865671642
217,1,4.82089552238806
217,2,2.9477611940298507
217,3,4.634328358208955
217,4,3.962686567164179
217,5,3.3134328358208953
217,6,2.888059701492537
217,7,3.029850746268657
217,8,3.3656716417910446
217,9,4.455223880597015
218,0,5.2388059701492535
218,1,4.149253731343284
218,2,3.41044776119403
218,3,5.626865671641791
218,4,5.835820895522388
218,5,5.791044776119403
218,6,2.3656716417910446
218,7,2.514925373134328
218,8,4.149253731343284
218,9,3.9925373134328357
219,0,3.828358208955224
219,1,3.746268656716418
219,2,3.246268656716418
219,3,4.022388059701493
219,4,2.6492537313432836
219,5,3.2238805970149254
219,6,3.029850746268657
219,7,4.611940298507463
219,8,4.067164179104478
219,9,4.791044776119403
220,0,3.708955223880597
220,1,2.917910447761194
220,2,3.8507462686567164
220,3,3.0522388059701493
220,4,2.656716417910448
220,5,2.2388059701492535
220,6,2.7313432835820897
220,7,6.7164179104477615
220,8,2.9402985074626864
220,9,3.3059701492537314
221,0,3.8134328358208953
221,1,3.529850746268657
221,2,3.746268656716418
221,3,5.022388059701493
221,4,3.6194029850746268
221,5,2.753731343283582
221,6,2.6865671641791047
221,7,3.8358208955223883
221,8,3.626865671641791
221,9,3.8805970149253732
222,0,5.2835820895522385
222,1,4.611940298507463
222,2,4.776119402985074
222,3,4.492537313432836
222,4,2.955223880597015
222,5,3.0522388059701493
222,6,2.5671641791044775
222,7,2.671641791044776
222,8,2.41044776119403
222,9,2.3059701492537314
223,0,3.656716417910448
223,1,9.776119402985074
223,2,3.343283582089552
223,3,6.7835820895522385
223,4,2.798507462686567
223,5,3.1791044776119404
223,6,4.388059701492537
223,7,4.641791044776119
223,8,6.223880597014926
223,9,4.350746268656716
224,0,4.537313432835821
224,1,7.059701492537314
224,2,6.067164179104478
224,3,3.7761194029850746
224,4,3.291044776119403
224,5,3.126865671641791
224,6,4.253731343283582
224,7,4.1940298507462686
224,8,4.1716417910447765
224,9,4.3059701492537314
225,0,3.985074626865672
225,1,2.201492537313433
225,2,2.7238805970149254
225,3,2.746268656716418
225,4,3.3134328358208953
225,5,3.074626865671642
225,6,2.253731343283582
225,7,2.1343283582089554
225,8,2.4477611940298507
225,9,2.3134328358208953
226,0,3.955223880597015
226,1,4.880597014925373
226,2,3.3507462686567164
226,3,4.029850746268656
226,4,2.791044776119403
226,5,6.977611940298507
226,6,3.1492537313432836
226,7,3.7761194029850746
226,8,5.977611940298507
226,9,4.343283582089552
227,0,2.8955223880597014
227,1,2.2388059701492535
227,2,1.6417910447761195
227,3,3.388059701492537
227,4,1.7537313432835822
227,5,1.6417910447761195
227,6,2.0074626865671643
227,7,2.2611940298507465
227,8,2.2388059701492535
227,9,1.3955223880597014
228,0,8.611940298507463
228,1,5.373134328358209
228,2,6.067164179104478
228,3,4.626865671641791
228,4,4.007462686567164
228,5,3.58955223880597
228,6,3.9402985074626864
228,7,7.776119402985074
228,8,7.365671641791045
228,9,5.649253731343284
229,0,4.902985074626866
229,1,4.58955223880597
229,2,6.641791044776119
229,3,4.029850746268656
229,4,4.917910447761194
229,5,4.007462686567164
229,6,5.119402985074627
229,7,4.313432835820896
229,8,3.3582089552238807
229,9,4.537313432835821
230,0,7.08955223880597
230,1,16.507462686567163
230,2,5.6716417910447765
230,3,5.985074626865671
230,4,6.544776119402985
230,5,6.350746268656716
230,6,6.388059701492537
230,7,5.7835820895522385
230,8,7.208955223880599
230,9,7.1940298507462686
231,0,5.440298507462686
231,1,4.656716417910448
231,2,4.559701492537314
231,3,4.462686567164179
231,4,4.291044776119403
231,5,10.044776119402986
231,6,4.776119402985074
231,7,4.0
231,8,4.835820895522388
231,9,3.529850746268657
232,0,4.052238805970149
232,1,2.2686567164179103
232,2,2.5223880597014925
232,3,2.0
232,4,4.029850746268656
232,5,2.656716417910448
232,6,3.328358208955224
232,7,3.791044776119403
232,8,3.8582089552238807
232,9,2.485074626865672
233,0,6.395522388059701
233,1,6.955223880597015
233,2,3.3656716417910446
233,3,7.2164179104477615
233,4,7.58955223880597
233,5,6.373134328358209
233,6,16.0
233,7,4.888059701492537
233,8,6.425373134328358
233,9,4.895522388059701
234,0,6.373134328358209
234,1,5.1940298507462686
234,2,4.649253731343284
234,3,5.0
234,4,5.32089552238806
234,5,6.291044776119403
234,6,6.611940298507463
234,7,5.313432835820896
234,8,4.649253731343284
234,9,5.970149253731344
235,0,5.044776119402985
235,1,4.0
235,2,2.9328358208955225
235,3,3.574626865671642
235,4,4.08955223880597
235,5,3.9029850746268657
235,6,2.485074626865672
235,7,3.0522388059701493
235,8,3.2388059701492535
235,9,3.2686567164179103
236,0,2.708955223880597
236,1,2.373134328358209
236,2,4.611940298507463
236,3,3.5970149253731343
236,4,2.716417910447761
236,5,2.6641791044776117
236,6,3.156716417910448
236,7,3.3955223880597014
236,8,2.91044776119403
236,9,3.156716417910448
237,0,3.3656716417910446
237,1,8.746268656716419
237,2,2.208955223880597
237,3,3.0
237,4,3.5671641791044775
237,5,2.9402985074626864
237,6,2.8059701492537314
237,7,2.8507462686567164
237,8,2.373134328358209
237,9,2.925373134328358
238,0,3.8955223880597014
238,1,3.0
238,2,2.656716417910448
238,3,2.6417910447761193
238,4,2.0
238,5,3.328358208955224
238,6,2.5522388059701493
238,7,3.253731343283582
238,8,3.3358208955223883
238,9,3.3805970149253732
239,0,3.716417910447761
239,1,4.880597014925373
239,2,5.029850746268656
239,3,4.313432835820896
239,4,4.865671641791045
239,5,4.007462686567164
239,6,3.9402985074626864
239,7,4.223880597014926
239,8,3.5074626865671643
239,9,4.574626865671642
240,0,6.3059701492537314
240,1,4.82089552238806
240,2,9.597014925373134
240,3,4.574626865671642
240,4,4.373134328358209
240,5,4.477611940298507
240,6,4.902985074626866
240,7,3.873134328358209
240,8,4.2388059701492535
240,9,4.149253731343284
241,0,6.470149253731344
241,1,4.432835820895522
241,2,3.4925373134328357
241,3,2.462686567164179
241,4,1.8582089552238805
241,5,3.425373134328358
241,6,3.7611940298507465
241,7,3.044776119402985
241,8,3.417910447761194
241,9,3.216417910447761
242,0,2.373134328358209
242,1,3.8358208955223883
242,2,3.9776119402985075
242,3,3.5223880597014925
242,4,3.91044776119403
242,5,3.917910447761194
242,6,3.462686567164179
242,7,3.7761194029850746
242,8,4.5
242,9,3.111940298507463
243,0,4.6940298507462686
243,1,4.41044776119403
243,2,6.962686567164179
243,3,3.485074626865672
243,4,3.373134328358209
243,5,4.223880597014926
243,6,4.014925373134329
243,7,4.835820895522388
243,8,3.6343283582089554
243,9,2.7611940298507465
244,0,5.701492537313433
244,1,4.3283582089552235
244,2,2.388059701492537
244,3,3.1492537313432836
244,4,2.8208955223880596
244,5,4.029850746268656
244,6,3.746268656716418
244,7,3.925373134328358
244,8,3.343283582089552
244,9,2.671641791044776
245,0,6.029850746268656
245,1,1.492537313432836
245,2,8.626865671641792
245,3,4.164179104477612
245,4,3.5522388059701493
245,5,2.716417910447761
245,6,2.208955223880597
245,7,2.2313432835820897
245,8,3.626865671641791
245,9,1.7313432835820894
246,0,2.8582089552238807
246,1,2.582089552238806
246,2,1.9253731343283582
246,3,2.3134328358208953
246,4,2.2313432835820897
246,5,2.0970149253731343
246,6,1.7835820895522387
246,7,2.201492537313433
246,8,2.388059701492537
246,9,2.044776119402985
247,0,3.126865671641791
247,1,3.3358208955223883
247,2,2.753731343283582
247,3,2.3358208955223883
247,4,2.388059701492537
247,5,1.7537313432835822
247,6,2.671641791044776
247,7,4.246268656716418
247,8,2.8656716417910446
247,9,2.611940298507463
248,0,5.0
248,1,6.649253731343284
248,2,4.776119402985074
248,3,3.0223880597014925
248,4,4.447761194029851
248,5,4.223880597014926
248,6,4.522388059701493
248,7,4.641791044776119
248,8,5.604477611940299
248,9,2.6865671641791047
249,0,8.791044776119403
249,1,6.597014925373134
249,2,3.3134328358208953
249,3,7.626865671641791
249,4,7.08955223880597
249,5,1.537313432835821
249,6,5.3283582089552235
249,7,2.8656716417910446
249,8,3.2388059701492535
249,9,5.895522388059701
250,0,3.2238805970149254
250,1,4.567164179104478
250,2,2.5
250,3,5.014925373134329
250,4,2.5671641791044775
250,5,2.2761194029850746
250,6,3.1044776119402986
250,7,2.388059701492537
250,8,1.5597014925373134
250,9,3.544776119402985
251,0,2.283582089552239
251,1,2.298507462686567
251,2,2.828358208955224
251,3,2.873134328358209
251,4,2.328358208955224
251,5,9.029850746268657
251,6,2.1492537313432836
251,7,1.8208955223880596
251,8,1.3134328358208955
251,9,1.873134328358209
252,0,1.992537313432836
252,1,2.328358208955224
252,2,2.0597014925373136
252,3,1.8208955223880596
252,4,2.656716417910448
252,5,2.582089552238806
252,6,2.5597014925373136
252,7,1.8208955223880596
252,8,3.5074626865671643
252,9,2.1940298507462686
253,0,2.5223880597014925
253,1,3.208955223880597
253,2,2.537313432835821
253,3,2.925373134328358
253,4,2.8507462686567164
253,5,3.373134328358209
253,6,2.298507462686567
253,7,2.6417910447761193
253,8,2.6194029850746268
253,9,3.373134328358209
254,0,3.2686567164179103
254,1,4.358208955223881
254,2,4.917910447761194
254,3,4.7611940298507465
254,4,4.17910447761194
254,5,4.029850746268656
254,6,3.208955223880597
254,7,4.985074626865671
254,8,2.5522388059701493
254,9,3.029850746268657
255,0,4.611940298507463
255,1,4.985074626865671
255,2,3.41044776119403
255,3,4.604477611940299
255,4,4.970149253731344
255,5,4.723880597014926
255,6,5.582089552238806
255,7,5.2388059701492535
255,8,3.3358208955223883
255,9,2.2761194029850746
256,0,4.731343283582089
256,1,2.4925373134328357
256,2,2.5671641791044775
256,3,2.2238805970149254
256,4,3.1194029850746268
256,5,1.8805970149253732
256,6,2.328358208955224
256,7,2.3656716417910446
256,8,1.7164179104477613
256,9,2.208955223880597
257,0,3.0597014925373136
257,1,2.5671641791044775
257,2,2.8358208955223883
257,3,3.216417910447761
257,4,3.111940298507463
257,5,2.6417910447761193
257,6,2.5671641791044775
257,7,2.1194029850746268
257,8,1.9104477611940298
257,9,3.074626865671642
258,0,2.1940298507462686
258,1,2.7313432835820897
258,2,3.328358208955224
258,3,3.388059701492537
258,4,3.343283582089552
258,5,2.0
258,6,2.7611940298507465
258,7,2.0
258,8,1.8059701492537314
258,9,2.8059701492537314
259,0,4.298507462686567
259,1,2.3656716417910446
259,2,5.731343283582089
259,3,1.7761194029850746
259,4,2.701492537313433
259,5,1.291044776119403
259,6,2.1194029850746268
259,7,2.4477611940298507
259,8,1.4477611940298507
259,9,1.955223880597015
260,0,2.917910447761194
260,1,2.8507462686567164
260,2,2.970149253731343
260,3,3.074626865671642
260,4,2.8358208955223883
260,5,2.014925373134328
260,6,2.3059701492537314
260,7,2.2388059701492535
260,8,2.708955223880597
260,9,3.373134328358209
261,0,3.0
261,1,3.5970149253731343
261,2,2.1343283582089554
261,3,2.8656716417910446
261,4,2.8805970149253732
261,5,2.7611940298507465
261,6,2.6865671641791047
261,7,2.8358208955223883
261,8,2.253731343283582
261,9,2.9402985074626864
262,0,1.6567164179104477
262,1,1.7164179104477613
262,2,1.8880597014925373
262,3,1.6865671641791045
262,4,1.9402985074626866
262,5,1.3582089552238805
262,6,1.664179104477612
262,7,2.029850746268657
262,8,2.373134328358209
262,9,1.9701492537313432
263,0,3.2313432835820897
263,1,3.791044776119403
263,2,2.4402985074626864
263,3,2.962686567164179
263,4,3.582089552238806
263,5,1.992537313432836
263,6,3.4328358208955225
263,7,2.2686567164179103
263,8,2.3208955223880596
263,9,3.1044776119402986
264,0,3.5
264,1,2.298507462686567
264,2,1.5671641791044777
264,3,3.037313432835821
264,4,2.1343283582089554
264,5,2.1492537313432836
264,6,2.1492537313432836
264,7,1.9701492537313432
264,8,2.291044776119403
264,9,1.9104477611940298
265,0,0.917910447761194
265,1,2.4776119402985075
265,2,1.492537313432836
265,3,1.5522388059701493
265,4,1.208955223880597
265,5,0.917910447761194
265,6,2.1940298507462686
265,7,1.1194029850746268
265,8,1.791044776119403
265,9,6.32089552238806
266,0,2.328358208955224
266,1,4.298507462686567
266,2,2.417910447761194
266,3,5.044776119402985
266,4,2.343283582089552
266,5,1.5149253731343284
266,6,1.9402985074626866
266,7,1.373134328358209
266,8,1.5970149253731343
266,9,1.7611940298507462
267,0,4.029850746268656
267,1,3.91044776119403
267,2,4.507462686567164
267,3,1.955223880597015
267,4,4.223880597014926
267,5,2.865671641791045
267,6,2.388059701492537
267,7,2.537313432835821
267,8,2.388059701492537
267,9,2.0597014925373136
268,0,1.6119402985074627
268,1,4.522388059701493
268,2,4.425373134328358
268,3,2.298507462686567
268,4,3.716417910447761
268,5,2.970149253731343
268,6,2.917910447761194
268,7,2.5970149253731343
268,8,3.5671641791044775
268,9,2.9402985074626864
269,0,5.044776119402985
269,1,3.08955223880597
269,2,4.8059701492537314
269,3,2.373134328358209
269,4,2.5970149253731343
269,5,1.2985074626865671
269,6,1.9253731343283582
269,7,2.9477611940298507
269,8,3.656716417910448
269,9,1.8507462686567164
270,0,2.2238805970149254
270,1,6.462686567164179
270,2,2.0970149253731343
270,3,1.955223880597015
270,4,3.5223880597014925
270,5,2.4328358208955225
270,6,4.82089552238806
270,7,2.343283582089552
270,8,1.4253731343283582
270,9,1.7313432835820894
271,0,5.402985074626866
271,1,3.9402985074626864
271,2,3.9402985074626864
271,3,3.1194029850746268
271,4,4.925373134328358
271,5,2.955223880597015
271,6,3.074626865671642
271,7,2.1641791044776117
271,8,2.574626865671642
271,9,3.5522388059701493
272,0,1.9850746268656716
272,1,1.2686567164179106
272,2,1.7761194029850746
272,3,1.0298507462686568
272,4,2.4776119402985075
272,5,2.8358208955223883
272,6,2.985074626865672
272,7,2.0597014925373136
272,8,4.82089552238806
272,9,1.1343283582089552
273,0,4.507462686567164
273,1,2.462686567164179
273,2,1.4776119402985075
273,3,1.7611940298507462
273,4,1.962686567164179
273,5,1.671641791044776
273,6,2.7238805970149254
273,7,2.8059701492537314
273,8,3.455223880597015
273,9,1.873134328358209
274,0,3.1194029850746268
274,1,3.537313432835821
274,2,2.0522388059701493
274,3,1.8805970149253732
274,4,2.5522388059701493
274,5,1.044776119402985
274,6,3.1194029850746268
274,7,2.246268656716418
274,8,1.492537313432836
274,9,2.8656716417910446
275,0,3.417910447761194
275,1,3.0522388059701493
275,2,2.4402985074626864
275,3,1.6567164179104477
275,4,1.7686567164179106
275,5,4.253731343283582
275,6,2.3955223880597014
275,7,1.8955223880597014
275,8,1.5970149253731343
275,9,1.955223880597015
