weekday,hour,count,mean,lower,upper,minimum,maximum,median,first_quartile,third_quartile
Wednesday,10,1615,0.4808773587972044,0.14677066711199988,0.8149840504824089,0.0,1.0,0.4666666666666667,0.15,0.8
Wednesday,11,1625,0.49005427684891945,0.16314494765927134,0.8169636060385675,0.0,1.0,0.5,0.2,0.8
Wednesday,12,1625,0.49928426263376324,0.17651572030547508,0.8220528049620515,0.0,1.0,0.52,0.2,0.8
Wednesday,13,1625,0.4683142195949357,0.15805437128820343,0.7785740679016679,0.0,1.0,0.4666666666666667,0.2,0.7391304347826086
Wednesday,14,1625,0.3013218734915195,0.03716562673771506,0.565478120245324,0.0,1.0,0.24,0.06666666666666667,0.5
Wednesday,15,1615,0.2166354791858689,-0.020077668886412325,0.4533486272581501,0.0,1.0,0.13043478260869565,0.043478260869565216,0.35
Wednesday,16,1615,0.27033425022604884,0.03021598455345534,0.5104525158986424,0.0,1.0,0.2,0.06666666666666667,0.4
Wednesday,17,1615,0.30325280211213945,0.04943372437120769,0.5570718798530712,0.0,1.0,0.25,0.1,0.4666666666666667
Wednesday,18,1605,0.32866114950819564,0.06131802356474764,0.5960042754516437,0.0,1.0,0.26666666666666666,0.1,0.5
Wednesday,19,1605,0.30223462546041885,0.0380616024453071,0.5664076484755306,0.0,1.0,0.21739130434782608,0.08,0.47368421052631576
Wednesday,20,1605,0.2687977518785965,0.00781581910560819,0.5297796846515848,0.0,1.0,0.2,0.05,0.43333333333333335
Wednesday,21,1605,0.21936774231020448,-0.040242199543100904,0.47897768416350983,0.0,1.0,0.12,0.0,0.3333333333333333
Wednesday,22,1615,0.20954163557943326,-0.05421792373202175,0.4733011948908883,0.0,1.0,0.1,0.0,0.32666666666666666
Wednesday,23,1615,0.20191936656570028,-0.06624773642772155,0.47008646955912214,0.0,1.0,0.06666666666666667,0.0,0.3
Thursday,0,1615,0.17622976999269596,-0.0868560873619717,0.4393156273473636,0.0,1.0,0.05,0.0,0.2620137299771167
Thursday,1,1615,0.15307088695805993,-0.10305130877151863,0.4091930826876385,0.0,1.0,0.025,0.0,0.2
Thursday,2,1615,0.14584669757206617,-0.10872034679692713,0.4004137419410595,0.0,1.0,0.0,0.0,0.15
Thursday,3,1615,0.14110722682125523,-0.11219961073660004,0.39441406437911053,0.0,1.0,0.0,0.0,0.14814814814814814
Thursday,4,1615,0.13981921248984244,-0.11380867459517122,0.39344709957485613,0.0,1.0,0.025,0.0,0.13333333333333333
Thursday,5,1615,0.1447010335107571,-0.10612935580288388,0.3955314228243981,0.0,1.0,0.043478260869565216,0.0,0.13333333333333333
Thursday,6,1615,0.1687864337453228,-0.07176843702441776,0.40934130451506334,0.0,1.0,0.07407407407407407,0.03333333333333333,0.2
Thursday,7,1615,0.24010189396648265,-0.007275637586055234,0.48747942551902057,0.0,1.0,0.15,0.05,0.35
Thursday,8,1605,0.3335685340405837,0.06888219264550277,0.5982548754356646,0.0,1.0,0.3,0.1,0.5185185185185185
Thursday,9,1605,0.4444617070589476,0.12750433643151593,0.7614190776863793,0.0,1.0,0.4,0.15,0.7333333333333333
Thursday,10,1605,0.4869054052219711,0.15806496395372882,0.8157458464902134,0.0,1.0,0.4666666666666667,0.2,0.8
Thursday,11,1605,0.4988885360977379,0.17251451648496124,0.8252625557105147,0.0,1.0,0.5,0.2,0.8
Thursday,12,1615,0.5105213075887327,0.19388122994394164,0.8271613852335238,0.0,1.0,0.52,0.2,0.8
Thursday,13,1615,0.4765493140117081,0.17117672723986077,0.7819219007835554,0.0,1.0,0.4666666666666667,0.2,0.7407407407407407
Thursday,14,1615,0.31461137754586466,0.05103343396820159,0.5781893211235277,0.0,1.0,0.26666666666666666,0.07407407407407407,0.5
Thursday,15,1615,0.23938229677584047,-0.0026165628354783144,0.4813811563871593,0.0,1.0,0.15,0.05,0.3564705882352941
Thursday,16,1615,0.2803544734138906,0.03487107628766373,0.5258378705401174,0.0,1.0,0.2,0.07407407407407407,0.4074074074074074
Thursday,17,1615,0.30310122076301493,0.04779808684160536,0.5584043546844245,0.0,1.0,0.25,0.1,0.45
Thursday,18,1615,0.31640336987341344,0.05402421448111577,0.5787825252657111,0.0,1.0,0.25925925925925924,0.1,0.48
Thursday,19,1615,0.2965240165309542,0.041084514010672146,0.5519635190512363,0.0,1.0,0.21739130434782608,0.08695652173913043,0.45
Thursday,20,1615,0.2673233690433254,0.005835721359889634,0.5288110167267611,0.0,1.0,0.18518518518518517,0.05,0.4037037037037037
Thursday,21,1615,0.22656981110588947,-0.03669748284337093,0.4898371050551499,0.0,1.0,0.1111111111111111,0.0,0.36
Thursday,22,1615,0.2205321758271013,-0.04754029373491028,0.48860464538911286,0.0,1.0,0.1,0.0,0.35
Thursday,23,1615,0.2171394127615127,-0.05817753395624839,0.4924563594792738,0.0,1.0,0.08695652173913043,0.0,0.35
Friday,0,1625,0.19339110730243317,-0.0771980041922544,0.4639802187971207,0.0,1.0,0.05,0.0,0.3333333333333333
Friday,1,1625,0.16524229488184797,-0.09490065307358023,0.4253852428372762,0.0,1.0,0.04,0.0,0.2
Friday,2,1625,0.1502045530596991,-0.1033207586194283,0.4037298647388265,0.0,1.0,0.0,0.0,0.2
Friday,3,1625,0.14466756145944462,-0.10778096296834352,0.3971160858872328,0.0,1.0,0.0,0.0,0.15
Friday,4,1625,0.13928190101896928,-0.11301430077892485,0.39157810281686345,0.0,1.0,0.0,0.0,0.13333333333333333
Friday,5,1615,0.14221644710732345,-0.10909553553012102,0.3935284297447679,0.0,1.0,0.037037037037037035,0.0,0.13333333333333333
Friday,6,1615,0.16213474918754245,-0.08006567491944475,0.4043351732945296,0.0,1.0,0.06666666666666667,0.0,0.2
Friday,7,1615,0.22790577500972103,-0.01358101039746945,0.4693925604169115,0.0,1.0,0.13333333333333333,0.05,0.3333333333333333
Friday,8,1615,0.3376977520214554,0.09084328287467788,0.5845522211682329,0.0,1.0,0.30434782608695654,0.13333333333333333,0.5185185185185185
Friday,9,1615,0.4379272844624748,0.13002889340071927,0.7458256755242303,0.0,1.0,0.4,0.15,0.6956521739130435
Friday,10,1625,0.48732214550738445,0.1593271037939405,0.8153171872208285,0.0,1.0,0.48,0.2,0.8
Friday,11,1625,0.5161055586372317,0.1849489966871251,0.8472621205873383,0.0,1.0,0.5333333333333333,0.2,0.8333333333333334
Friday,12,1625,0.5353978203229893,0.20907040159586904,0.8617252390501096,0.0,1.0,0.55,0.24,0.85
Friday,13,1625,0.5004101817575394,0.18335581279194507,0.8174645507231337,0.0,1.0,0.5185185185185185,0.2,0.8
Friday,14,1625,0.35009970510905764,0.0774407079564507,0.6227587022616645,0.0,1.0,0.3,0.1,0.55
Friday,15,1625,0.2544597375124041,-0.00979528017536746,0.5187147552001756,0.0,1.0,0.15,0.05,0.4
Friday,16,1625,0.26191723306342235,0.003024789214776169,0.5208096769120685,0.0,1.0,0.16666666666666666,0.05,0.4
Friday,17,1625,0.28143416295893076,0.013441845452744516,0.549426480465117,0.0,1.0,0.2,0.06666666666666667,0.4117647058823529
Friday,18,1615,0.3114003930753265,0.038917161428207836,0.5838836247224453,0.0,1.0,0.23333333333333334,0.1,0.47213622291021673
Friday,19,1625,0.33049227371881296,0.056555169366738434,0.6044293780708875,0.0,1.0,0.25,0.1,0.52
Friday,20,1625,0.329935542789472,0.06085688021347224,0.5990142053654718,0.0,1.0,0.26666666666666666,0.1,0.5185185185185185
Friday,21,1625,0.30132421934018383,0.032800212130727535,0.5698482265496401,0.0,1.0,0.23529411764705882,0.06666666666666667,0.4782608695652174
Friday,22,1625,0.3135264743711641,0.03716167171825874,0.5898912770240694,0.0,1.0,0.25,0.06666666666666667,0.4782608695652174
Friday,23,1625,0.31745420306071537,0.031200319271298405,0.6037080868501323,0.0,1.0,0.25,0.06666666666666667,0.5
Saturday,0,1542,0.28320142267964443,-0.005335025298409846,0.5717378706576988,0.0,1.0,0.2,0.043478260869565216,0.4666666666666667
Saturday,1,1552,0.23427443308490287,-0.04311779232276364,0.5116666584925693,0.0,1.0,0.12,0.0,0.391304347826087
Saturday,2,1542,0.1974978094485019,-0.06416585190861376,0.45916147080561753,0.0,1.0,0.06666666666666667,0.0,0.3
Saturday,3,1542,0.17656896919844045,-0.07630561440163691,0.4294435527985178,0.0,1.0,0.05,0.0,0.2625858123569794
Saturday,4,1542,0.1573393423916458,-0.09158598166484269,0.4062646664481343,0.0,1.0,0.04,0.0,0.2
Saturday,5,1522,0.1543552846285348,-0.09521024747492826,0.40392081673199787,0.0,1.0,0.043478260869565216,0.0,0.2
Saturday,6,1542,0.1595155010951119,-0.0848723058471538,0.4039033080373776,0.0,1.0,0.05,0.0,0.2
Saturday,7,1542,0.17501165715798,-0.06700559499601585,0.4170289093119759,0.0,1.0,0.06666666666666667,0.0,0.2
Saturday,8,1542,0.19080801588739402,-0.0446801316813118,0.42629616345609983,0.0,1.0,0.1,0.04,0.25
Saturday,9,1542,0.2377584802190165,0.005302928394682466,0.47021403204335055,0.0,1.0,0.16666666666666666,0.06666666666666667,0.3333333333333333
Saturday,10,1542,0.29924474879531054,0.04580331691643741,0.5526861806741836,0.0,1.0,0.25,0.1,0.45
Saturday,11,1542,0.35364574044499825,0.07741472107471248,0.629876759815284,0.0,1.0,0.3,0.12,0.55
Saturday,12,1542,0.4050950592892849,0.10430907119180483,0.7058810473867649,0.0,1.0,0.35,0.15,0.65
Saturday,13,1542,0.41990804139636867,0.10924300894503003,0.7305730738477073,0.0,1.0,0.35,0.15,0.68
Saturday,14,1542,0.3683692169424977,0.0774489528182522,0.6592894810667431,0.0,1.0,0.3,0.13043478260869565,0.6
Saturday,15,1542,0.3307255309361316,0.04409197988218144,0.6173590819900818,0.0,1.0,0.26666666666666666,0.06666666666666667,0.5333333333333333
Saturday,16,1542,0.31280890808860085,0.026553569436513103,0.5990642467406886,0.0,1.0,0.24,0.06666666666666667,0.5
Saturday,17,1542,0.316669512041105,0.023462191357241202,0.6098768327249688,0.0,1.0,0.2,0.06666666666666667,0.5
Saturday,18,1542,0.3549921858353125,0.04540788665521556,0.6645764850154094,0.0,1.0,0.25925925925925924,0.1,0.56
Saturday,19,1542,0.3903407994937854,0.0793551658087655,0.7013264331788054,0.0,1.0,0.3,0.13333333333333333,0.6296296296296297
Saturday,20,1542,0.4089443753508735,0.1097219881028087,0.7081667625989383,0.0,1.0,0.35,0.15,0.65
Saturday,21,1532,0.3820552853747439,0.09191253757325285,0.6721980331762349,0.0,1.0,0.3333333333333333,0.13333333333333333,0.6
Saturday,22,1532,0.3866861879396085,0.09319014523157976,0.6801822306476373,0.0,1.0,0.3333333333333333,0.13333333333333333,0.6
Saturday,23,1542,0.3894310237316551,0.09117978644548042,0.6876822610178298,0.0,1.0,0.3333333333333333,0.13333333333333333,0.6
Sunday,0,1542,0.3675231906723049,0.06822724769028932,0.6668191336543204,0.0,1.0,0.30434782608695654,0.1,0.6
Sunday,1,1542,0.316029877408697,0.03045995565372195,0.601599799163672,0.0,1.0,0.25,0.05,0.5333333333333333
Sunday,2,1522,0.26754455160733215,-0.006697828341863554,0.5417869315565278,0.0,1.0,0.17391304347826086,0.04,0.4444444444444444
Sunday,3,1542,0.23450840853687302,-0.03302978325364084,0.5020466003273869,0.0,1.0,0.12,0.0,0.4
Sunday,4,1542,0.20370245347097812,-0.05513159111817936,0.46253649806013564,0.0,1.0,0.08,0.0,0.3333333333333333
Sunday,5,1532,0.1923961376466284,-0.06265233543913448,0.4474446107323913,0.0,1.0,0.06666666666666667,0.0,0.3
Sunday,6,1532,0.18614889503103674,-0.06380485394293536,0.43610264400500887,0.0,1.0,0.06666666666666667,0.0,0.2783333333333333
Sunday,7,1532,0.19100280816211865,-0.05683821309361639,0.4388438294178537,0.0,1.0,0.08,0.0,0.26666666666666666
Sunday,8,1532,0.19806931435415,-0.04311069443743509,0.4392493231457351,0.0,1.0,0.1,0.037037037037037035,0.26666666666666666
Sunday,9,1532,0.21622699660659822,-0.01990777927123319,0.45236177248442966,0.0,1.0,0.13333333333333333,0.05,0.3
Sunday,10,1532,0.23242902495222326,-0.0007754364202349484,0.4656334863246815,0.0,1.0,0.15,0.05,0.3333333333333333
Sunday,11,1532,0.260568968258394,0.024590211481130553,0.4965477250356574,0.0,1.0,0.2,0.06666666666666667,0.391304347826087
Sunday,12,1532,0.3048742653694878,0.054193552909551135,0.5555549778294244,0.0,1.0,0.25,0.1,0.45
Sunday,13,1542,0.3282161351487817,0.0623642427570848,0.5940680275404786,0.0,1.0,0.26666666666666666,0.1,0.5
Sunday,14,1532,0.3107644414266468,0.040478429779717995,0.5810504530735756,0.0,1.0,0.25,0.08,0.5
Sunday,15,1532,0.2918046159479061,0.02509880967359268,0.5585104222222195,0.0,1.0,0.2,0.06666666666666667,0.4666666666666667
Sunday,16,1532,0.27631188287373193,0.016026576056882624,0.5365971896905812,0.0,1.0,0.2,0.06666666666666667,0.42083333333333334
Sunday,17,1532,0.27552527896195644,0.01458744922969335,0.5364631086942195,0.0,1.0,0.2,0.06666666666666667,0.4
Sunday,18,1532,0.29842301967715434,0.03337187822315141,0.5634741611311573,0.0,1.0,0.2222222222222222,0.08,0.45
Sunday,19,1532,0.3336819427372101,0.06338069410206182,0.6039831913723583,0.0,1.0,0.26666666666666666,0.12,0.5
Sunday,20,1532,0.3576090026507829,0.08152779937858373,0.6336902059229821,0.0,1.0,0.3,0.13333333333333333,0.55
Sunday,21,1522,0.32857977549624373,0.051236901229970766,0.6059226497625168,0.0,1.0,0.2608695652173913,0.1,0.5263157894736842
Sunday,22,1522,0.3047431647871385,0.024538721079929993,0.584947608494347,0.0,1.0,0.24,0.06666666666666667,0.5
Sunday,23,1522,0.2743529241274263,-0.006877780520566201,0.5555836287754188,0.0,1.0,0.17391304347826086,0.04,0.4666666666666667
